strat_phrase_root,strat_flag
Steele,Member
Coal-Producing Norton,Formation
Norton,Formation
Precarabrian Tiddiline,Formation
Nizina,Limestone
Paleosoic Valdiria,Group
Valdivia,Group
Massive Halaban,Group
Murdama,Group
Baish,Group
Jiddah,Group
Wajid,Sandstone
Raton,Formation
Claremont,Shale
Oursan,Sandstone
Sand,Member
Creede,mention
CRETACEOUS DAKOTA FORMATION,mention
Carlile,Shale
Codell,Sandstone
Jifr,Formation
Abu Sawarir,Formation
Chlckalioinlny,Formation
Nanjemoy,mention
Fruitland,mention
Flathead,Sandstone
Fruitland,Formation
Nacimiento,Formation
Telsitna,Formation
Keevy Peak,Formation
Naknek,Formation
Talkeetna,Formation
Chitistone,Limestone
Kootznahoo,Formation
Glenwood,mention
Maquoketa,mention
Quimbys Mill,Member
Chainman,Formation
Diamond Peak,Formation
REFERENCES CITED Chainman,Formation
Continued,mention
Metaline,Limestone
Chemung,mention
Indiana,Limestone
Indiana,mention
Lykins,Formation
Whitsett,Formation
Snake River,Group
Snake River,mention
Aquifer,mention
Kugururok,Formation
Livengood Dome,Chert
Helena,Formation
Daniels,Shale
Tallahassee Creek,Conglomerate
Browns Park,Formation
Todilto,mention
Katolinat,mention
Kaguyak,mention
Dyer,Dolomite
Oilman,mention
Harding,Sandstone
METERS EXPLANATION,Dolomite
Peerless,Formation
Oilman,Sandstone
Westwater Canyon,mention
Westwater Canyon,Sandstone
Westwater Canyon,Member
Minturn,Formation
Valdez,mention
Makah,Formation
Jansen Creek,Member
Deadwood,Formation
Deadwood,mention
Fogo,Formation
Uncompahgre,mention
Chien,Group
Decorah,mention
Ion,Dolomite
San Joaquin,Formation
Devilwater,Shale
Member-Continued,Shale
Lake Valley,Limestone
Esplanade,mention
Kaibab,Limestone
Concentric Harrisburg,Member
Supai,Group
Esplanade,Sandstone
Sinjrani Volcanic,Group
EXPLANATION,Limestone
Bagaces,mention
Rock,Shale
Luning,Formation
Cody,Shale
Green Eiver,Formation
Texas Gulch,Formation
Potosi,Formation
Beauceville,mention
Atoka,Formation
St. Louis,mention
Water Islana,Fm
Carbonate,Chert
Hornfels,mention
Hornfels,Sandstone
Mineralogy Elko,Formation
Apache,Group
La Paz,Group
Danburite Diopside,Dolomite
MN EXPLANATION,Limestone
Meters,Limestone
Raniganj,mention
Kattachi,Formation
FreshwaterShale Marine,Sandstone
Springfield Coal,Member
Coal,Member
Harrisburg-SpringfieldCoal,Member
Montmorillonite Pyrite Calcite,Dolomite
Morien,mention
Escucha,Formation
Vryheid,Formation
Barakar,Formation
Ogcheon,Group
Petersburg,Formation
Wenlockian Denhigh Grit,Group
Wall,Sandstone
Conemaugh,Formation
Lota,Member
Girilambone,mention
Indiana Coal,Bed
Galesburg-equivalent Coffeyville,Formation
Pocahontas,Formation
New River,mention
Kanawha,mention
Charleston,Sandstone
Smectite Calcite Siderite,Dolomite
Energy,Shale
Cambay Black,Shale
Siju,Limestone
Clay,Shale
Kaolinite Quartz Calcite,Dolomite
Traralgon,Formation
Sylhet,mention
Lo Prado,Fm
Alatepe,mention
Breathitt,Group
None,Limestone
Windsor,Formation
Calmy,Limestone
Block Coal,Member
Block Coal,mention
Muslingebjerg,Formation
Porcupine,Formation
Black Jack,Group
Gates,Formation
Celtek,Formation
Jackson,Group
Blue Creek,mention
Mansfield,Formation
CaCOJ,Dolomite
Betsie,Shale
Whole,Bed
Raniganj,Formation
Grootegeluk,Formation
Beaufort,Group
Caylrhan,mention
Hirka,Formation
Tremp,Formation
Panandhro Carbonaceous,Shale
Working,Group
Lakhra,Formation
Mattson,mention
Eureka Sound,Group
Sose Bugt,Member
Munkerup,Member
Bagh,Formation
Nordegg,mention
Analytical Geochemistry,Group
Walbrzych,Fm.
Boragolai,Formation
Liptinite,mention
Stellarton,mention
Utrillas,mention
Huai Luang,Formation
Huai Luang,mention
Na Khaem,Formation
AR,Chert
Hafik,mention
Alteration,mention
Alteration,Limestone
Cape Fear,Formation
Palmetto,Formation
Continued,Sandstone
Silt,mention
Continued,Mudstone
Continued,Shale
Sand,mention
Navesink,Formation
White Rim,mention
Chainman,Shale
Rico,mention
Irving,Formation
Avon Park,Limestone
Hawthorn,Formation
Black Creek,mention
Tuscaloosa,mention
Conococheague,Limestone
Whiteport,Dolomite
Tonoloway,Limestone
Libby Creek,Group
North Park,Formation
FLUORINE,mention
Kingsport,Dolomite
Ravalli,Group
Fall River,Formation
Echo Bay,Group
Helikian Athabasca,Formation
Aillik,Group
Moldanubian Varied,Group
Toki,Group
Kombolgie,Formation
Araxa,Group
Michigamffle,Formation
USAEC,mention
Leadville,Formation
Espiritu Santo,Formation
Caloso,Member
Santo,Formation
Old,Bed
Central Plateau,Member
Verdigris,mention
Bevier,mention
Purington,Sandstone
Purington,Shale
System Sturgis,Formation
Madisonville,Limestone
Kayak,Shale
Dutch Harbor,Member
Carlile,mention
Greenhorn,mention
Riddle,Formation
Parachute Creek,Member
Albite,mention
Oreana Peak,Formation
La Vida,Member
Sailor Canyon,mention
Sailor Canyon,Formation
Pamlico,mention
Gardnerville,mention
Grier,Limestone
Ryan Spring,Formation
Mount Baldy Rhyolite,Member
Yamhill,Formation
Pillars,Formation
Interlake,Formation
Poe Bridge Mountain,Formation
Poe Bridge Mountain,Group
Talladega,Group
Warner,Formation
Butte,mention
Monarch,Shale
Kyanite,Group
Henson,Member
Burns,Member
Martin,Formation
Island,mention
Sample,mention
Aldridge,Formation
Sulfur,mention
Silicified Sulfur,Group
Mi Crandallite,Group
High Falls,mention
West Fork,Formation
Colorado,mention
Apple Creek,Formation
Jefferson,Formation
Saturday Mountain,Formation
Cotter,Dolomite
Cason,Shale
UJ,mention
UJ,Sandstone
LITHOLOGY,Sandstone
Sembar,Formation
Livingston Hills,mention
Connecticut,mention
Hitchcock Lake,Member
Jumbo,mention
Uncompahgre,Formation
Kingak,Shale
Description Shublik,Formation
Description Kingak,Formation
Sadlerochit,Formation
Indeterminate,Shale
Cleveland,Member
Khountina,Group
Badriyah,Formation
Badrlyah,Formation
Vallecito,Conglomerate
Irving,mention
Tellurlde,Formation
Hoback,Formation
Tulare,Formation
Bonneville,mention
SLATE,mention
Tolovana,Limestone
Maquine,Group
Batatal,Formation
ROCKS,mention
Chepultepec,Dolomite
Longview,Dolomite
Copper Kidge,Dolomite
Mascot,Dolomite
Copper Eidge,Dolomite
Kingsport,Limestone
Helen,Group
Massacre Bay,Formation
Chuwiksak,Formation
Chuniksak,Formation
Massacre Bay,mention
Boxelder Creek,Formation
Poorman,mention
Rochford,mention
Northwestern,mention
Pahasapa,Limestone
Noatak,Sandstone
Nanushuk,Group
Dead River,Formation
Smalls Falls,Formation
Perry Mountain,Formation
Quimby,Formation
Partridge,Formation
Pond,mention
Hurricane Mountain,Formation
Hobbstown,Formation
Littleton,Formation
Rangeley,Formation
Frontenac,Formation
Sterling,mention
Fly Pond,Member
Hebron,Formation
Saitula,mention
Metamorphosed Mancos,Shale
Cura,Group
Swauk,mention
Fusselman,mention
Hazelton,mention
MB,Dolomite
Littleton,mention
Furnace,Limestone
Mineral Carbonates Calcite,Dolomite
Terra Cotta Mountains,Sandstone
Fort Lancaster,Formation
Wiggins,Formation
Seboomook,Formation
Winterville,Formation
Kenai,mention
Weathered,Shale
Caborca,mention
Gamuza,Formation
Reed,Dolomite
Green Spot,Formation
Wenban,Fm
Quartzite,mention
Maroon,Formation
Cleopatra,Member
Montana,mention
Ivishak,Member
Neruokpuk,Formation
Neruokpuk,mention
Mine Drainage,Formation
Mount Shields,Formation
New River,Formation
Laki,Limestone
Vermejo,Formation
El Callao,mention
Urico,Formation
Cuchivero,Group
Vila Nova,Group
Mount Rogers,Formation
Wedowee,Group
Veszto,mention
Chiwapa,mention
Alder,Formation
Harrison,Gp.
Catahoula,Sandstone
Battle,Formation
Bushman,Group
Lake,Formation
Tomstown,Formation
Kenwood,mention
Sb,mention
Mg,mention
Rex,Chert
Indiana Primitive,Group
Milliard,Shale
Hilliard,Shale
Cumnock,mention
Cumnock Coal,Bed
Alta,Formation
Vekol,mention
Retreat,Group
Siderite FeCO,Dolomite
Luning,Fm
Luning,mention
Smyrna Mills,Formation
Meduxnekeag,Formation
Galena,Dolomite
Bijiki Iron-formation,Member
Basin,Member
Age,mention
Ironton,Group
Hyd,Group
Hurwal,Formation
Martin Bridge,Formation
Lisburne,Formation
Black Creek,Group
Peedee,Formation
Portage Brook,Member
Magalloway,Member
Albee,Formation
Bridle,Formation
Wenban,Limestone
MINERALOGY,Sandstone
Hornbrook,Formation
Ste. Genevieve,mention
Gazelle,Formation
Shepard,Formation
Tukwila,mention
Roberts Mountains,mention
Bayfield,Group
Lac,Sandstone
McGowan Creek,Formation
Burke,Formation
Prichard,mention
St. Regis,Formation
Jacobs Engineering,Group
Nolichucky,Shale
Eastern Gas,Shale
Post Creek,Formation
Series Owl Creek,Formation
Zadoc Clay,Member
Little Bear,Formation
Krebs,Group
Clarno,mention
Callville,Limestone
Pilgrim,Limestone
Naco,mention
Naco,Limestone
Lynch,Dolomite
Bull Ridge,Member
Moore House,Member
Morgarts Beach,Member
LaHood,Formation
LaHood,mention
Cherokee,Group
Sandstones,Shale
Cedar Lake,Member
Ison Branch,Formation
Ison Branch,mention
Canyon,Member
Albite Anhydrite,Dolomite
Sliderock,Member
Meagher,mention
Pachuca,Fm
Lithology,Shale
Blackleaf,Formation
PENN,mention
Elk Butte,Member
CO,Conglomerate
Lake Valley,mention
Quartz,Sandstone
Tuobar,Shale
Monongahela,Formation
Salt Wash,Member
Burro Canyon,Formation
Coal,Shale
Norton,mention
SERIES Norton,Formation
Missouri Mountain,Shale
Cleopatra,mention
Maroon,mention
Uinta,Formation
Naval Oil,Shale
Patuxent,Formation
Arundel,Formation
Dollarhide,Formation
Tumuru,Formation
Tuntmru,Formation
Fu-saki,Formation
Sadlarochit,Fm
Torok,Formation
Shublik,Fm
Ivishak,Fm
Willis Ranch,Member
Stromatolitic Lime,Mudstone
Continued Fall River,Formation
Thickness Morrison,Formation
Chilson,Member
Inyan Kara,Group
Continued Lakota,Formation
Chipola,Formation
Bone Carbonaceous,Shale
Thung Song,mention
Ratburi,Group
Chandler,mention
Ohanapecosh,Formation
ARIZONA,mention
Alder,Group
Jerome,mention
GEOLOGY,Limestone
Feldspar Plagioclase Calcite,Dolomite
IDAHO,mention
Meade Peak,Member
Libby,mention
Middle Proterozok Siyeh,Limestone
Rooiberg,mention
Keppoch,Formation
Money Point,Group
Kelly,mention
Tahija,Group
Mount Wyatt,Formation
Koipato,mention
Knoxville,Mudstone
Klondyke,Formation
Bacuag,Formation
Airai,Formation
Babelthuap,Formation
Garim,Formation
Palau,mention
Universal,Fm
Agulu,Group
Rock Silt,Limestone
Matapddia,Group
Fortin,Formation
Brak River,Formation
Portfjeld,Formation
Magdalena,Limestone
Deguisier,Formation
Devonian-age Earn,Group
Eagle Bay,Formation
Gunpowder Creek,Formation
Golden Dyke,Formation
Arenillas,Formation
Battle,mention
March,Formation
March,mention
Cambro-Ordovician Tetagouche,Group
Massive,Shale
Africa,Group
MIDDLE PROTEROZOIC Kombolgie,Formation
Allendale,Formation
Outokumpu,Formation
Mumbil,Formation
Dugald River,Shale
Dugald River,mention
Pass,Formation
Rabbdkettle,Formation
Pass,mention
Mundoonen,Sandstone
Virgin Valley,Formation
Victoria,Group
Masson,Formation
Siltstone/shale,Sandstone
CoreUa,Formation
Mount Garnet,Formation
Laramie,Formation
Pumpernickel,Formation
Siltstone Unit,mention
Ashe,Formation
Kingsport,Formation
Bonanza,Formation
Yukon,Group
Cobalt,mention
H.Y.C.,Member
Greywacke,Conglomerate
Furada,Formation
Maran˜a,Group
Lena,Group
Cache Creek,Group
Khatatba,Formation
HYC Pyrite,Shale
Dundas,Group
White Spur,Formation
Thanet Sands,Formation
Espinaso,Formation
Treatment Control,Limestone
Biddibirra,Formation
Cuiaba,Group
Cuiabfi,Group
Yunheshan,Formation
Guanshan,mention
Lonco Trapial,Formation
Canadon Huemules,Formation
Adoudounien,Formation
TRIASSIC,Shale
Russ,Formation
Bootstrap,Formation
New Guinea,Limestone
Wasekwan,Group
Royal Dutch/Shell,Group
Meagher,Formation
U.S. Working,Group
Rubio Peak,Formation
Harlech Grits,Group
Kaminak,Group
Rautuvaara,Formation
Lookout Point,Formation
Tikak Parbat,Formation
Attepe,mention
Attepe,Formation
Torrensian-age Burra,Group
Quartzitic,Formation
Neves,Formation
Neves,mention
Namies Schist,Formation
Shaft Schist,Formation
Yunlong,Formation
Whitwell,Shale
Chromite Diaspore,Dolomite
Hazeva,Formation
Donghe,Formation
Eriboll,Sandstone
North Sea,mention
Spingwar,Formation
Matchless,mention
Tasmania,mention
Tasmania,Group
Boorthanna,Formation
Taerbahatai,Group
Apatite Magnetite Goethite,Dolomite
Coed-yr-Allt,Formation
El Boleo,Formation
Siltstone,Sandstone
Xiangnan,Formation
Gilbert River,Formation
Persimmon Fork,Fm
Persimmon Fork,Formation
Katarası,Fm
Diaspore,mention
Diaspore,Dolomite
Alluvium,Limestone
Fair Point,Formation
Athabasca,Group
Serdi,Formation
Paragon,Group
Willyama Supergroup/Thackaringa,Group
Bimba,mention
Broken Hill,Group
Mesa,Formation
Mariquita,mention
Henrietta,Formation
Gn Ja,Gp
Huelva,mention
Hornblende Calcite Ankerite,Dolomite
Vara,Supergroup
Tampa,mention
Nocatee,Member
Sambulawan,Formation
Heletz,Formation
Kokhav,Dolomite
Whites,Formation
Stromness,mention
Taman,Formation
Hule,Formation
Monotonous,Group
Gneiss,Sandstone
Slates Gabbro Basalt,Limestone
Knowsley East,Formation
Hodgkinson,Formation
Spring Creek,Member
Owen,Conglomerate
Woolomin,mention
Woolomin,Formation
Crimson Creek,Formation
Ccp,mention
Apy,Gp
Raman Mala,Fm
Deogiri,Fm
Sandur,Group
Iron Ore,Formation
Sandur,mention
Phyllite,Dolostone
Siderite,Dolomite
Yalguaraz,Formation
Chon Aike,Formation
Porphyry,mention
Booysens,Shale
Santa Rita,mention
Middle,Group
Burundian,Group
Menzie Creek,Formation
Tuma,Formation
Phosphatic,Chert
Middle Vale Siltstone,Member
Quartzite,Shale
Zwartkoppie,Formation
Weigel,Formation
Mothiba,Formation
Cadillac,mention
BlakeRiver,Group
Karoo,mention
Abrahamskraal,Formation
Bullfrog,mention
Eleana,Formation
Fine-grainedlimestone Siltstone Marl,Shale
Sulphides/sulphates,Dolomite
Xinyuan,Formation
Wellington,Formation
Maliyami,Fm
Kınık,Formation
Oust,Formation
Rio Vermelho,Formation
Bangmai,mention
Au,mention
Nachitai,Group
Tanjianshan,mention
Kakontwe,Formation
Nguba,Group
Kipushi,Formation
Bancroft,Formation
Lady Loretta,Fm
Esperanza,Fm
Paradise Creek,Fm
Gunpowder Creek,Fm
Lawn Hill,Formation
Ilam,Fm
Corvo,mention
Sonta,Sandstone
Rabelj,Shale
Sconca,Formation
Nangimali,mention
Lampang,mention
Bau,Limestone
Paramaca,mention
Tentudía,mention
Sanshandao,mention
Jingshan,Group
Arquia,Group
Spruce Lake,mention
Fournier,Group
Canoe Landing Lake,mention
California Lake,Group
Rio Novo,Group
Minas,Group
Archaean Nova Lima,Group
Albite Calcite,Dolomite
Espinhaço,Supergroup
Yueshan,mention
Baizuo,Formation
Pb,mention
Duodigou,Formation
Aikendaban,Formation
Kabwe,mention
Phyllite,Formation
Kunyang,Group
Ore-host,Dolomite
IIA,mention
IIB,mention
Hongtoushan,mention
Puebla,mention
Sulfates,Chert
Kiziltag,Formation
Chatton Marine,Formation
Red Mountain,Formation
Alunite,mention
Waulsortian,Limestone
Central Rhodopes,Group
Blyava,mention
Wiperaminga,Subgroup
Willyama,mention
Jiapigou,mention
Jianping,Group
Civanadag Tuff,Member
Middle,Sandstone
Nobres,Fm
Mangueira˜o,Member
Que River,mention
Hnilec,Formation
Paiol,Formation
Uncastillo,Formation
Verrucano,Formation
Verrucano,mention
Hongpo,mention
Xinduqiao,Formation
Bananeira,mention
Almas,Formation
Cu,Limestone
Mine,Sandstone
Lynott,Formation
Huanglong,mention
Gaolishan,mention
Langshan,Group
Shengli,mention
Kgwebe,Formation
Ngwako Pan,Formation
D'Kar,Formation
Ghanzi,Group
Xiongcun,Formation
Luobadui,Group
Arıkayası,Formation
Mailonggang,Formation
SAES,Group
Abu Hamammid,Group
Galena,Limestone
Guishan,Formation
China National Gold,Group
Zunhua,Group
Wudaoliang,Formation
Jiushidaoban,Formation
Petrography,Mudstone
Itacolomi,Group
Mingxinsi,Formation
Winduck,Group
Lago La Plata,Formation
Basal Shaly,Fm
Pingshui,Formation
Pingshui,mention
Qieshan,Group
Mesudiye,Formation
Yingcheng,Formation
Alwar,Group
Donggualin Meta-sandstone,Limestone
Quimsacocha,mention
Quimsacocha,Formation
Central Rand,mention
Maimón,mention
Chawan,Formation
Esfordi,Formation
Mount Norna Quartzite,Formation
Rędziny,mention
Bilute,Formation
Zenglongchang,Formation
Sp,mention
Bonito,Formation
Lyttleton,Formation
Galena,Sandstone
Syenite,Dolostone
Luanchuan,Group
Taihua,mention
Archaean Zunhua,Group
Kolm,Shale
Mary Lee,mention
Pratt,mention
Al Muwayh,Formation
Lure,Formation
Duojiu,Formation
Barabatoom,Formation
Koshaberd,Formation
Debed,Formation
Yuanjiacun,Formation
Huanglong-Maping,Formation
Dp Md,Gp
Xiafang,Formation
Shilu,Group
Jingtieshan,Formation
Shilu,mention
Geelvloer,Formation
Ansobell,Formation
Cava,Formation
Wulongba,Formation
Harts Range,Group
PaleoProterozoic Mineralisation,Group
PENNSYLVANIA,Limestone
Barite,mention
Scotty Creek,Formation
Avdan,Formation
Tartoq,mention
Vohibory,Group
Pacha,Formation
Cudi,Group
Shihuiding,Formation
Meso-Neoproterozoic Shilu,Group
Galana,mention
Galana,Formation
La Horqueta,Formation
Pabellón,Formation
Parmeener,Supergroup
Valdeprado,Formation
Atahualpa,Formation
Vista Florida,Group
Pyrite Working,Group
Cservár,Chert
Buribai,Formation
Luarca,mention
La Cebila,Formation
Nuqrah,Formation
Dongma'anshan,Formation
Donggangling,Formation
Guitou,Fm
Copperton,Formation
Inca,mention
Inca,Shale
Tejam,mention
Zozar,Formation
Fatu La,Formation
Boom,Formation
Feldsper Calcite,Dolomite
Iron Mask,Formation
Shamvaian,Group
Greenvale Cove,Formation
Dolgeville,Formation
Dolgeville,mention
Honey Hill,mention
Spillway,Member
Nordegg,Member
Kaolinite Montmorillonite Calcite,Dolomite
Solids Calcite,Dolomite
Effingen,Member
Mesaverde,Group
Williams Fork,Formation
Corrego,Formation
Series San Sebastian,Formation
Bull Fork,Formation
Flowers-Goodale,Bed
Naches,Formation
Hoodoo,Formation
Zanzibar,Formation
Rainier Mesa,mention
New Haven,mention
Major Quartz Minor,Dolomite
Yap,Formation
Map,Formation
Sadlerochit,mention
Noatak,mention
Kekiktuk,Conglomerate
Milligen,Formation
Wood River,Formation
Challis Volcanic,Group
White Knob,Limestone
Wood River,mention
Claystone,mention
Hawley Resource,Group
Black Cap,Limestone
Okpikruak,Formation
Sheep Creek,Member
Gastineau Volcanic,Group
Kelp Bay,Group
Saginaw,Formation
Cretacous Valdez,Group
Nevada,mention
Seine,Group
Trace,Limestone
Trace,Chert
Trace,Sandstone
Linton,Formation
Chugwater,Group
Tambor,Formation
Silgara,Formation
Hell Creek,Formation
Glenwood,Formation
Rock Springs,Formation
Adaville,Formation
Cuyohaga,Formation
Mascot,Formation
Shady,Dolomite
Woods Ranch,Member
Domanik,mention
Cutler,mention
Bud,Group
Dry Union,Formation
Veta Grande,Formation
Mesaverde,mention
Cub Mountain,mention
Dungan,Formation
Shaigalu,Formation
Verde,mention
Alaska,mention
Utley,mention
Cobb,mention
Archambault,mention
Capo San Marco,Formation
Beauce,Limestone
Souppes-sur-Loing,Limestone
Souppes-sur-Loing,mention
Chateau-Landon,mention
XRD,mention
XRD,Shale
Muse,Formation
Labarre,mention
MARIANNA LIMESTONE,Limestone
Akra Dhrepanon,Formation
Lamotte,mention
Wales,Group
Chopawamsic,mention
Chopowamsic,Formation
Daghani,mention
Tullock,mention
Sequence Persimmon Branch,Fm
Ottauquechee,Formation
Plymouth,Formation
Series Dakota,Formation
Kiowa,Formation
Cheyenne,Sandstone
Series Big Basin,Formation
Series Whitehorse,Formation
Feldspars Calcite,Dolomite
Garden Gulch,Member
Gneiss,mention
Cusick Ysh Shepard,Formation
Empire,Formation
Alluvium,Sandstone
Tolstoi,Formation
Victoria,Formation
Kirtland,Shale
Mother Lode,Group
Amboy Stoneware Clay,Member
Rose Hill,Formation
Lava Dam,mention
Conococheague,Formation
Stevens Ridge,Formation
Westboro,Formation
Tradewater,Formation
Gammon,mention
St. Peter,Formation
Shumagin,Formation
SM,mention
Minerals,mention
Red Lion,Formation
Wood Canyon,Formation
Mancoa,Shale
Kaguyak,Formation
Perron,Sandstone
Clay Plagioclase MicroclineCalcite,Dolomite
Belkofski,Formation
Bara,mention
Lincoln,mention
Worcester,Fm
Worcester,Formation
Continued,Limestone
Wassat,mention
Merrimack,Group
Halfpint,Member
Ledbetter,Formation
Lakeview,mention
Goodsprings,Dolomite
Deer Trail,Group
Ag-Cu Brecciated,Dolostone
Parkman,Sandstone
Limonite,mention
Horse Canyon,Formation
Port Ewen,Shale
Tammany,mention
Bossardville,Limestone
Bossaiidville,Limestone
Schoharie,mention
Stony Hollow,Member
Anakeesta,Formation
Carlisle,mention
Kaibsb,Limestone
Kaibab Concentric Hsrrlsburg,Member
Magdalena,Group
Plio-Pleistocene Tivives,Formation
Tyee,Formation
Hemlock,Conglomerate
Huerto,Formation
Unalaska,Formation
Pottsville,Group
PENNSYLVANIA,mention
CBBTACEOUS DAKOTA FORMATION,Shale
Highland Peak,Formation
Slaven,Chert
Wehutty,Formation
Arizona,Group
Nanimal,Formation
Shaley,mention
Description,mention
Shaley,Limestone
LOCKHART LIMESTONE,Sandstone
Patala,Formation
Nodular,Limestone
Sakesar,Limestone
Yakutat,mention
Tansill,Formation
Seven Rivers,Fm
Capitan,mention
Percha,Shale
El Paso,Limestone
Bliss,Sandstone
Prospect,mention
Kodiak,mention
Eliot,Formation
Jeffersonville,Limestone
Simonson,Dolomite
Pogonip,Group
Ely,Limestone
Hallaclar,mention
Itstone,Sandstone
Bagburun,Formation
Halilar,Formation
Hallaclar,Formation
Metres,mention
Deep Lake,Formation
MISSISSIPPIAN SERIES Price,Formation
Continued Tram,Member
Llewellyn,Formation
RXType,mention
Minnelusa,Formation
