strat_phrase_root,strat_flag
Littig,Member
Pisgah,Member
Talchir,Formation
Cement,Dolomite
Caballar,Fm
Utrillas,Fm
Makgol,Formation
Jigunsan,Formation
Muñecas,Fm
Muñecas,mention
Azagador,Member
Daegi,Formation
HST,mention
Makgabeng,mention
Azapa,Formation
Sergi,Formation
Tetori,Group
Tofta,Formation
Eke,Formation
Tofta,mention
Heebner,Shale
Peguera,mention
Kaiparowits,Formation
Shuttle Meadow,Formation
Hartford,mention
Aspe,Fm
Kenilworth,Member
Abad,Member
Nurzeytin,Fm
Mila,Formation
Bukowiany,Formation
Frank River,Sandstone
Duerdin,Group
Eliot Range,Formation
Ağıllar,Formation
Plattenwald,Bed
Lekhwair,mention
Banyawol,mention
Shuwayr,Formation
Nakanosawa,Formation
Sevo Limestones,Formation
El Garia,Formation
Banyawol,Formation
Hwasan,Formation
Sinyangdong,Formation
Hwasan,mention
Sinyangdong,mention
Pantokrator,Formation
Alwa,Formation
Onnagawa,Formation
Cerro Puntudo,mention
Los Canchales,Formation
Septembersø,Formation
Cape Weber,Formation
Cape Weber,mention
Saskatchewan Canada Microbialite,Dolomite
Kathwai,Member
Andia,Formation
Abundant,mention
Gulcheru,Sandstone
Gulcheru,mention
Claiborne,mention
Mozley,Bed
Claiborne,Group
Marnoso-arenacea,Fm
Chinchaga,Formation
Denault,mention
Cayman,Formation
Heynskop,Formation
Naragas,Formation
Banda Alta,Formation
Jacadigo,Group
Urucum,Formation
Banda Alta,mention
Pinjar,Member
Eastern Korea Zhangxia,Fm
Diabaig,Formation
Latemar,mention
Zamoranos,Formation
Edwards,mention
Almatti Quartzite,Member
Rakes Creek,Shale
Harkless,Formation
Muñecas,Formation
Guena-Souroukoundinga,Formation
Kess-Kess,mention
Postolonnec,Formation
El Haria,Fm
Scaglia Toscana,Formation
Puesto Almada,Member
Las Chacritas,Member
Assoul,Formation
Cañizar,Formation
Alcotas,Formation
Hidden Lake,Formation
Hassel,Formation
Leza,Fm
Leza,mention
Stromatolitic Carbonate,Member
Stromatolitic Carbonate,mention
Minto Inlet,Fm
Py Pyrite,Chert
Shaler,Supergroup
Ross,mention
Ruth,Formation
Sokoman,Fm
MFS Wishart,Formation
Hongweikeng,Formation
Luolou,Formation
Flysch,Group
Yegua,Formation
Massa Marittima,mention
Etouchang,Formation
Luoxue,mention
Fontanelles,Fm.
Jinghe,mention
Jinghe,Formation
Aragonite Calcite,Dolomite
Makarivka,Member
Sinop,Formation
Soldano,Member
Rivadavia,Member
Las Torres,Member
Cerro Totora,Formation
Chickahominy,Formation
Abstract,Dolomite
Mahantango,mention
Selinsgrove,Limestone
Rotondo,Fm
Antigorite Magnesite,Dolomite
Passaic,Fm
Tofte,Formation
Mértola,Formation
Bangor,Limestone
Franson,Member
Banff,Formation
Big Valley,Formation
Tipton,Member
Laney,Member
Knobs,Fm
Pilot,Shale
Baixo Alentejo Flysch,Group
Lobo,Formation
Upega,Formation
Fortin,Group
Oquirrh,mention
Knobs,Formation
La Casita,Formation
Rasto,Formation
Calabozo,Formation
Gramame,Formation
Iriri,Group
Choiyoi,Group
Collón Curá,Formation
Cl,mention
Bahia,Group
Bahia,mention
Cape Zumberge,Formation
Anta,Formation
Passo Feio,Formation
Bom Jardim,Group
HilaÂrio,Formation
Encino Superior,Formation
Nazas,Formation
Tokochi,Formation
SPE,Formation
Carajas,Formation
Hondita,Formation
Gamma,Member
Cogollo,Group
Ic Cogollo,Group
Socuy,mention
La Ternera,Formation
Bambuca,Shale
Villeta,Formation
Grey Chalk,Subgroup
Amman Silicified,Limestone
Bay,mention
Trevose Slate,Formation
Tavy,Formation
Bracklesham,Group
Whitecliff Bay,mention
Upton,Member
Brede Soil,Bed
High Brooms Soil,Bed
Grinstead Clay,mention
Weald Clay,Formation
Cowleaze Chine,Member
Sudmoor Point,Sandstone
Chine,Member
Perna Beds,mention
Roseland Breccia,Formation
Bay,Sandstone
Sherrycombe,Member
Massive,Bed
Clipsham,Member
Stamford,Member
Ie,Mudstone
Lincolnshire,Limestone
Claygate,Member
Red Nodule,Bed
Ironstone,Member
Osmington Mills Ironstone,Member
Balka,Sandstone
Gault,mention
Greensand,Formation
Hounstout Silt,Member
Marine,mention
Sheppey,mention
Harwich,Formation
Harwich,Fm
Bognor Sand,Member
Bognor Sand,mention
Whitecliff,Member
Wessex,mention
Francis Creek,mention
EAR AYLE SBURY,Mudstone
Coldbeck,Formation
Reading,Formation
London Clay Basement,Bed
Barn Rock,Bed
Bone,Bed
Herreria,Formation
Bognor Rock,mention
Fish-tooth,Bed
Beetle,Bed
Junction,Bed
Crumbly,Bed
Calcite TR,Dolomite
Khomolkho,Formation
Dedeli,Fm
Dedeli,Formation
Vondrozo,Group
Scisti Sericitici,Fm.
Kitagawa,mention
Pilou,Formation
Muzaffarabad,mention
Muzaffarabad,Formation
Krol,mention
Nahan,mention
Topolia,mention
Istebna,Formation
Samoilovichskaya,Formation
Misoa,Formation
Unacota,Limestone
None,mention
None,Shale
Mendoza,Group
North Sea,Sandstone
Uk,mention
Hotwells,Limestone
Llanelly,Formation
Paper,Shale
Croquet,mention
Qasim,Formation
Sarah,Formation
Lias,mention
Beltinge Fish,Bed
Oldhaven,Member
Chutani,Formation
Yeonil,Group
Cannindah,mention
Saliferous,Formation
Akiyoshi,Limestone
M’rar,Formation
Azizia,Formation
Sebaia,Formation
Gafsa,Group
Zelten,Formation
Yeba,Formation
Pangna,Group
Woodbine,mention
Fardes,Formation
Kerosene Creek,Member
Brick Kiln,Member
Rundle,mention
Curlew,Formation
Edwards,Limestone
Toplift,Member
Magazine,Sandstone
Silver,Chert
Massive,mention
Brown Oil,Shale
Ponta Grossa,Fm
Zechstem Evaponte,Group
Fish,Bed
Modderfontein,mention
Tavelle,Formation
Onikobe,mention
Teradomari,Formation
Massanutten,Sandstone
Zone Calcite,Dolomite
Toi,mention
Rio Marina,mention
Belpre Ash,Bed
Ash,Chert
Meguma,Group
Maastrichtian-Campanian Ghareb,Formation
Mulgabbie,Formation
Kessler,Member
Megacryst Tuff,Formation
Chambersburg,Limestone
Middle Magnesian,Limestone
Gwanagarh,Formation
Machiques,Member
Siltstone,Mudstone
Lammas,Member
Spherule Marker,Bed
Belden,Formation
Tensleep,mention
Belden,Limestone
Belden,mention
Viola,Limestone
South Alpine Bellerophon,Formation
Footwall,Limestone
Dugald,mention
Perthite Albite,Dolomite
Wyloo,Gp
Macigno,Fm
Cervarola,Fm
Macigno,mention
Allegheny,Formation
Schmidtsdrif,Formation
Magog,Group
Peterborough,Mbr
Weymouth,Mbr
Pueblo Viejo,mention
Pueblo Viejo,Member
Mountcharles,Sandstone
Holland,Shale
Onaping,Formation
Argille Varicolori,mention
Athabasca,Formation
Nonesuch,Fm
Bollibokka,Group
Fig Tree,Shale
Scotch Grove,mention
Little Cedar,Fm
Servino,Fm
Carbonates Deep-sea,Shale
Onaping,mention
Onwatin,mention
Ravenscrag,Formation
Secondary,mention
Besa River,mention
Wolfcamp,Formation
Kupferschiefer,Formation
Lindström,Formation
Blind Fiord,mention
Pedra Preta,Formation
Sanggan,Group
Forestburg,Limestone
Lukunga,Formation
Numees,Formation
Rosh Pinah,Formation
Quarztite,Group
Kogelbeen,Fm
Zunyi,Formation
Bessie Creek,Sandstone
Infierno,Formation
Penroseite,Dolomite
Kreftenheye,Formation
Drente,mention
Oosterhout,mention
Graneros,Shale
Sevier River,Formation
Sevier River,mention
Escucha,Fm
Tambo,mention
Great Smoky,Group
Rantamaa,Formation
Banc Jumeaux,Formation
Bancs Jumeaux,Formation
Orbagnoux,Formation
Muncie Creek,Shale
N-Italy Lincoln Creek,Fm.
Whaleback,Shale
Cobre,mention
Complexes,Formation
Haslingden,Group
Nullataktok,Formation
Ramah,Group
Carajás,Formation
Caney,Shale
Joins,Limestone
Kindblade,Limestone
Mount Sylvia,Formation
Calcaires Plaquettes,Formation
Gametrail,Formation
Mesoarchaean Witwatersrand,Supergroup
Sapadere,Formation
Burano,Fm
Norseman,mention
Vazante,mention
Aquia,mention
Hafir,Member
Hayang,Group
Carajás,mention
Idealized Madison,Limestone
Isotope Geochemistry,Group
Guanyingqiao,Formation
Ammonites,mention
Noen Po,Formation
Subathu,mention
Corones,Fm
Sole,Dolomite
Ecca,Group
Inman Hill,Formation
Wakhan,Fm
Midland Metasediments,Group
Burin,Group
Love Cove,Group
Mount Isa,Group
Wabash,Formation
M.C. Eleonare Bay,Group
Kodiak,Formation
Palliser,mention
Palliser,Formation
Scott Peak,Formation
Mettawee,Formation
Capim,Group
Allen,Formation
Campestre,Formation
Sierra Madre,Formation
Rio Pedregoso,Member
Cura-Mallfn,Formation
Cahama,Formation
Mambira,Formation
Bonilla,Group
Acritarcha,Group
Qijiaoshan,Formation
Steep Rock,Group
Pechenga,Group
Georgeville,Group
TAV,Formation
Blondeau,Fm
Mt Close,Chert
MW,Group
Injana,Formation
Kedon,Group
Momoltykich,Formation
Bazhemov,Formation
Vingolda,Formation
Rassolka,Formation
Iremeken,Formation
Hangayn,Group
Hangayn,mention
Sayhan Ovoo,Formation
Kirgitei,Group
Chayanda,Formation
Byuk,Formation
Churbiga,Formation
Tyya,Formation
Paidugina,Formation
Ukta,Formation
Eselekh,Formation
Sietachan,Formation
Vanavara,Formation
Results,Formation
Ionchikha,Formation
Ipatovo,Formation
Irkut,Formation
Baikal,Group
Uluntui,mention
Sarkhoi,Group
Sarkhoi,mention
Degandel,Formation
Osipai,Formation
Sin Quyen,mention
Silvretta,Group
Bunyeroo,mention
Awatere,Group
Dongye,Subgroup
Gyr Dresser,Formation
Marra Mamba,mention
Mt McRae,Shale
Wittenoom,mention
Luolou,Fm
Espanola,Fm
Timeball Hill,Fm
Espanola,mention
McKim,mention
Pecors,mention
Lorrain,mention
Gordon Lake,mention
Grapevine Gulch,Formation
Lewis Energy,Group
MO,mention
Lisan,Fm.
Belt,Group
Marra Mamba Iron,Member
Schistes Carton,Fm
Post-Archean Average,Shale
Kilian,Formation
Planet,Formation
Komorovo,Formation
Sengoma Argillite,Formation
Fifteenmile,Group
Kymi,mention
Vychegda,Fm
Vychegda,Formation
Redkino,mention
Kendlbachgraben,mention
Tungusik,Group
Apex Basalt,mention
Trezona,Fm
Western River,Formation
Monteagle,Limestone
Flaxville,Formation
Siwalik,Group
Oak Creek,Formation
Moc Hoa,Formation
Cobourg,Formation
Krakow,Sandstone
Serra Geral,Formation
NaX Halite,Dolomite
Naaldwijk,Formation
Sterksel,Formation
Waalre,Formation
Boxtel,Formation
Naaldwijk,mention
Kreftenheije,Formation
Ryukyu,Limestone
Samples Section,Bed
Gray,Mudstone
Taman,mention
Fairchild Lake,Group
Anhydrite Magnesite,Dolomite
Mini,Dolomite
Nagyvisnyo,Formation
Ford Lake,Formation
Menga,Limestone
Hiunpani,Member
Blaini,Formation
Grusdievbreen,Member
Deformed Urquhart,Shale
Cerro Victoria,mention
Malo Inzer,Member
Rhaeder,Mudstone
Villa Mónica,mention
Suwanee,Limestone
BiancaQ,Formation
Nordland,Shale
Rietgat,Formation
Corg-rich Kimmeridge Clay,Formation
Chega Tudo,Formation
Mitu,Group
Chitistone,mention
Doig,Formation
Isotope Hydrology,Group
PQ,mention
Bakoven,mention
Oatka Creek,Formation
Cunard,Member
Cambro-Ordovician Meguma,Supergroup
Brae,Formation
Pyrite Chalcopyrite Pyrrhotite,Group
Discinisca,mention
Dolgelley,mention
Keuper,mention
Granolepidoblastic,Dolomite
Kilombe,Group
Eagle,Sandstone
Sulphate,Group
Harvey,Formation
Gatesburg,Dolomite
Belly River,Formation
Toki LigniteBearing,Formation
Yafo,Formation
Hawthorn,Group
Gutingkeng,Formation
Kurnub,Group
Snake Hill,Shale
Gypsum Calcite,Dolomite
Menuha,Formation
Pierre,Formation
Pierre,mention
Smoking Hills,Formation
Miocene-age Monterey,Formation
Halite Calcite Aragonite,Dolomite
Lakhanda,Group
SL,Chert
SL,mention
SL,Shale
Biwabik Iron,Formation
Stromatolitic Iron,Formation
Port,Group
Port,mention
March Point,Formation
Zhamoketi,mention
Schuchert Dal,Formation
Calcite Mg-calcite,Dolomite
Arroyo Malo,mention
Ditojana,Formation
Rooithoogte,Formation
Sa˚vvovare,Formation
Tianba,Formation
Barney Creek,mention
Bottom,Shale
Footbridge,Chert
Barberton,mention
Hooggenoeg,mention
Ramsey Lake,Formation
Birkhill,Shale
Poiga,Formation
Middle Raiga,Member
Churbiga,Member
Oldynda,Formation
Kut,Formation
Arkalyk,Formation
Aganakty,Formation
Arkalyk,mention
Bulunkan,Formation
Chekanovsky,Formation
Sheyna,Formation
Tikhaya River,Formation
Pestsovaya,mention
Nadym,Formation
Abalak,Formation
Kolosov,Formation
Arangastakh,Formation
Yuryung-Tumus,Formation
Bazhenovo,Formation
TumatTaiga,Formation
Tumat-Taiga,Formation
Allenby,Formation
Aljustrel,mention
Nebida,Formation
Planu Sartu,Member
Calcare Ceroide,Member
Dolomia Rigata,Member
PS,Formation
Wahgi,Group
Active,Member
JI-J,Conglomerate
Kootenay,Group
Dalradian Ballachulish Slate,Formation
Ballachulish Slate,Formation
Botneheia,Member
Tolfa Mountains,mention
Tolfa Mountains,Formation
Boccheggiano,mention
Matoon,mention
Variegated,Shale
Calcareous,Chert
Mbuji Mayi,Supergroup
Mbuji Mayi,mention
Siderite,Member
Wauseca Pyrite,Bed
Fig Tree,mention
Clara,Formation
Rooiberg,Group
Lockport,Dolomite
Uncush,mention
Chesleigh,Fm
Komati,Formation
Warman,mention
Floral,Formation
Floral,mention
Sutherland,Group
Black Island,Member
Heather,Formation
Kambalda,mention
Opal Calcite,Dolomite
Nahe,Subgroup
Ibiá,Group
Terres Noires,mention
Lincolnshire,mention
Hyaloclastites,Group
Serie Negra,Formation
Kimberly,Shale
Bees,Shale
Manganese,Shale
Downtonian,Sandstone
Shin,Group
Chalk,mention
Lias Junction,Bed
Coprolite,Bed
Spilsby,Sandstone
BedU,Bed
WEST BedW,Bed
MILBOURNE,Bed
Sun,Bed
Shira,Limestone
Jamaica,Group
Jamaica,mention
Basement,Bed
Twelve-Foot,Sandstone
One-Foot,Sandstone
Clacton,mention
Cayton Clay,Formation
Caine Sand,Member
Marker,Member
Cast,Bed
Pounds Pool,Member
Verlincthun,Formation
Pentacrinus,Bed
Portway,Group
Raventhorpe,Member
Pinnacles,Member
Oil-Shale,Group
Coal,Group
Marlstone Rock,Bed
Cotham,Member
Crocadon,Formation
Pentacrinus,mention
Supracorallina,Bed
Leziate,Member
Miyazaki,Formation
Lithology,mention
Bullhead,Bed
Coral,Bed
Blue Clay,Formation
Blue Clay,mention
Coralline,Limestone
Stinchar,Limestone
Arcomytilus,Bed
Reenydonagan,Formation
WALLACE Santa Lucia,Limestone
Bonar,Formation
Middle Cromhall,Sandstone
Rock Nose,Sandstone
Sharps Hill,Formation
Watermead,mention
Watermead,Member
Stewartby,Member
EDS,Bed
Kaeng Krachan,Group
Pa Samed,Formation
Laxfirth,Limestone
Magnesian,mention
Glen Banvie,Formation
Mortlach Graphitic Schist,Formation
Torulian,Limestone
Boyne Castle,Limestone
Colonsay,Group
Jura Quartzite,Formation
Dolomitic,mention
Greenlands,Bed
Ben Challum Quartzite,Formation
Folkestone,mention
Sulphur Band,mention
Gault-Lower Greensand Junction,Bed
Appin Quartzite,Formation
Ballachulish,mention
Ben Eagach Schist,Formation
Hobrack,Formation
Newark,mention
Boulby,Shale
Kasegalik,Formation
Great,mention
Padbury,Group
Auernig,Group
Grenville,Supergroup
Bears Brook,Formation
French River,Formation
El Epazote,mention
Las Calaveras,mention
Sestrica,Formation
Chvaletice,Group
Cándana,Fm
Tacaza,Group
Helderberg,Group
Shiranish,mention
Altınapa,Group
Uvayualuk,mention
Kalkberg,mention
Caprauna,Formation
GGC,Member
Enciso,Group
Oncala,Group
Juramento,Member
Amblayo,Member
Verde,Formation
Domingas,Formation
Rio Pardo Grande,Formation
Barreiras,Formation
Chocolate,Formation
Mogote,Formation
Uatumã,Group
Jagua,Formation
Assistência,Formation
Yahgán,Formation
Bjørkåsholmen,Formation
Yingkeng,Formation
Menevian,Group
Observatory Hill,Formation
Weber,Sandstone
Warragee,Member
Concesio,Formation
Elatina,Formation
Elatina,mention
Castaños,Formation
Cerro La Ventana,Formation
Alcova,Limestone
Nodular,mention
Parting,Formation
Coffee Pot,Member
Parting,Sandstone
Dyer,Formation
Mpera,Sandstone
Deleb,Formation
Rumaila,Formation
Lamja,Formation
Quseir,mention
Fish Scales,Fm
Quartz Albite Calcite,Dolomite
Niur,Formation
Dysodilic,Shale
Kheinjua,mention
Kheinjua,Formation
Prince Albert,Group
Nova Lima,Group
Klein Aub,mention
Keweenawan Mamalnse Point,Formation
Gaoyuzhuang,Fm.
Mid-Proterozoic Gaoyuzhuang,Formation
Altyn,Formation
Many Altyn,Formation
Campbelirand,Subgroup
Wittenoom,Dolomite
Minas,Subgroup
Nsuze,mention
Ga-old Malmani,Dolomite
Amarook,mention
Boot Inlet,Formation
Kanies,Member
Spitzkopf,Member
Huns,Member
Callie,Member
Laminites Bitumineuses,Formation
Laminites Bitumineuses,mention
Tiout Bridge,Fm
Tiout Bridge,Formation
Germav,Formation
Pyrobitumen,Sandstone
Pyrobitumen,mention
Saddleworth,Formation
Palaeogene Lijiaya,Formation
K-Feldspar Calcite,Dolomite
Nepheline Calcite,Dolomite
Opache,mention
Buganda-Toro,Group
Daling,Group
Creek,Member
Brachina,Formation
Nuccaleena,mention
Tanana,Formation
Karns,Dolomite
Emmerugga,Formation
Ediacarian Smithton,Dolomite
Wonoka,mention
Wilyerpa,mention
Rhynie,Sandstone
Burra,mention
Limbla Syncline,Formation
Akkas,Formation
Tanana,Fm.
Bunyeroo,Formation
Murnaroo,Formation
Dey,Mudstone
Tarcunyah,Group
Hussar,Formation
Neale,mention
Hoseiba,mention
Akkas,mention
Sardinero,Formation
Canastra,Group
Brasso,Formation
Teresina,Formation
ParanoaÂ,Group
BambuÂõ,Group
GuarujaÂ,Formation
Jacobina,Formation
EspinhacËo,mention
Longbeixi,Formation
Beetle Creek,Formation
Vallen,Group
Phyllite-Quartzite,Formation
Carrapateira,Group
Macigno,Formation
Tabinzurta,mention
Røyrvik,Group
Mofjellet,mention
D.J. WATERS,mention
Onaping,Member
Chuspita,Formation
England Subzone,Bed
Sulphur,Bed
Great,Limestone
Kombuis,Member
Rosso Ammonitico Veronese,mention
Gannat,Limestone
Kugmallit,mention
RA-I Zubair,Formation
Twin Creek,Limestone
Nugget,Sandstone
Hydrogeochemistry,Group
Medi Ambient,Group
Neptun,Group
Secondary Magnesite,Dolomite
Paskapoo,Formation
Paskapoo,mention
Ullaberget,Member
Marble Bar,mention
Halifax Hard,Bed
ACCEPTED MANUSCRIPT,mention
Abiotic Pyrite,Formation
Muscovite,mention
Aguas Claras,Formation
Aguas Claras,mention
Claras,mention
Châtillon,Formation
El Dababiya Quarry,Mbr
Whitehill,Fm
Tierberg,Fm
Habach,Formation
Common,Dolomite
Tabley Hill,Formation
Areachap,Group
Dol,Dolomite
Luanchuan,mention
Ondoko,Formation
Ushakovka,Formation
Karagas,Group
Karagas,Supergroup
Tagul,Formation
Balei,mention
Oldynda,mention
Arymas,Formation
Debengde,Formation
Dzhelindukon,Formation
Ilan,Formation
Naunak,Formation
Charyshtag,Formation
Bidzha,Formation
Yenisei,Group
Raiga,Formation
Totta,Formation
Seryi Klyuch,Formation
Whalen,Group
Krasnaya Gora,Formation
Zelindukon,Formation
Vasyugan,Formation
Yan,Member
Sharyk,Formation
Ptolemais,mention
Lucas,mention
Sulfides Elemental,Group
Namaskluft,mention
Caton,Shale
Etina,Fm
Hovea,mention
Haborogawa,Formation
Walcott,Member
Walcott,mention
Tanner,Member
Geneseo,Formation
Gutingkeng,mention
Rye,Formation
Josfsdal,Chert
Ga-old Josefsdal,Chert
Rapitan,mention
Hunnberg,Fm
Gilsonryggen,Member
Grumantbyen,Formation
Flysch,mention
Coonterunah,Subgroup
Ciechocinek,Formation
Ore Zone W-Fold,Shale
Wollogorang,Fm
Blackhawk,Formation
Peterborough,Member
Blue Marls,Formation
Liushanyan,mention
Mid,mention
Xikang,mention
Chuangde,mention
Honghuayuan,Formation
Dahongyu,Fm.
Dahongyu,Fm
Hosie,Shale
Lakhanda,mention
Yusmastakh,mention
Yudoma,mention
Udzha,Formation
Lopian,Supergroup
Tulomozerskaya,Formation
VIII,Dolomite
Tulomozerskaya,mention
Zaonezhskaya,Formation
Apex,Chert
Lyr,Formation
Lightspout,Formation
Beduh,Shale
Mozann,Group
Wongawol,mention
Prairie Evaporite,Fm
Cool Creek,mention
Siberia,mention
Sumeini,Group
Kamura,Formation
Khatspyt,Formation
Dickinsonia,mention
Mastakh,Formation
Miette,Group
Puncoviscana,mention
Tsagaan Gol,Formation
Santiago,Formation
Lost Burro,Fm
Copper Basin,Group
Noonday,mention
Wanimzi,Formation
Bahloul,Fm.
Al Hilal,Fm.
Shueib/Wadi Essir,Formation
Nakina,Formation
Palaeoproterozoic Stirling Range,Formation
Klipriviersberg,Group
Carteret,Formation
Eldorado,Formation
West Rand,Group
Elliot Lake,Group
Toronto,Formation
Loferitic,Member
Mid-Cambrian Zhangxia,Formation
Guanling,mention
MesoArchaean Witwatersrand,Supergroup
Selmanset,Member
Tesero Oolite,Member
Micmacca,Member
Valdemiedes,Formation
Pestrotsvet,Formation
Hidasivölgy Marl,Formation
Leduc,Formation
Stromatolite,Formation
Rispebjerg,Mbr
Grammajukku,Fm
Mousty,mention
Mt. McRae,Formation
Alibaba,Formation
Yangzhuang,Formation
Bossier,mention
Qingxi,Formation
Zimenqiao,Formation
Narji,Limestone
Shifa,Formation
Lisan,mention
Lisan,Formation
Darga,Conglomerate
Plio-Pleistocene Darga,Conglomerate
Samra,Formation
Mecca,Shale
Mawddach,Group
Moreno,Formation
Panoche,Formation
Wichita,mention
Warramunga,Group
Halifax,mention
Judea,Group
Idaho Springs,Formation
Redwall,Limestone
Hermosa,Fm
Calaveras,Fm
Calaveras,Formation
Ohtadai,Formation
Preble,mention
Brook,mention
Ulster White,Limestone
Kurnub,mention
Proterozoic-age Amisk,Group
Kupferschiefer,mention
HydrogeologyResearch,Group
Reading Bottom,Bed
Clearwater,Formation
St. Damase,Formation
Eastend,mention
Athabasca,Sandstone
Winnipegosis,Formation
Mannville,Group
Mesaverde,Formation
Maneos,Shale
Eutaw,Group
Tierra Blanca,Limestone
Papile˙,Formation
Papartine˙,Formation
Skinija,Formation
Osborne,Formation
Phase Pyrite,Dolomite
Sherridon,mention
Uffington,Shale
Main,Conglomerate
Iron Mountain,mention
Clam,Bed
Eight Huron,Member
Huron,mention
Huron,Member
Quartz Kaolinite,Dolomite
Albite Anorthite Calcite,Dolomite
Mattson,Formation
Silstone Plain,Limestone
Burchenwood,Shale
Midlands Sherwood,Sandstone
Palaeozoic Greenland,Group
Catavi,mention
Goethite Calcite,Dolomite
Knoxville,Formation
Peace River,Formation
Hawthorn,mention
Tampa,Member
Arcadia,Formation
Myra,mention
SÀ,Dolomite
Opalinus Clay,Formation
Kongdian,Fm
Carbonates Calcite,Dolomite
Matua,Subgroup
Bayhorse,Dolomite
Neroly,mention
Missippian Marshall,Sandstone
Marshall,Fm
Maplewood,Shale
Mineral Formula,Dolomite
Berbice,Formation
Maarmorilik,Formation
Solid Science,Group
IV Calcite,Dolomite
Colorado,Group
Muriel Lake,Formation
Calcite Chamosite,Dolomite
Minerals Calcite,Dolomite
Uranophane Hematite Barite,Dolomite
Kettle Point,Formation
Amherstburg,Formation
Bois Blanc,mention
Guelph,mention
Stockton,Formation
Qingxi,mention
Morrision,Formation
Niobrara,Shale
Environmental Geochemistry,Group
Niobrara,Member
Siderite,mention
Børglum,Formation
Kindblade,Dolomite
Kindblade,mention
Sevy,mention
Luxembourg,Sandstone
Poultney,mention
Guildford,Formation
Calmar,Formation
Ireton,Formation
Hydrogeology,Group
Salinity,Group
Quarry Ledge,Dolomite
Critical Zone Hydrology,Group
Pittsburgh,mention
Cixerri,Formation
Carbonates,Dolomite
Nakakoshi,Formation
Wetterstein,Formation
Wetterstein,mention
Water Interaction,Group
Shuixigou,mention
SURFACE-REDUCTIONRATESOF CARBONATEROCKS,Limestone
Engineering,mention
Yamaya,Fm
Richmond,Formation
Compound Nodule,Bed
Kalibeng,Formation
Tournemire,mention
Cholan,Formation
Non-clays Quartz,Dolomite
Thrace,Formation
Luarca,Formation
Marlstone,Limestone
Marlstone,mention
Eemian Coropina,Formation
Dakota,mention
Ochre,Formation
Magothy,Fm
Whitianga,Group
Morison,Formation
Gambier,Limestone
Umm Ishrin,mention
Remote Sensing,Group
Chlorite Diopside,Dolomite
Buehans River,Formation
Megnma,Formation
Edwards,Formation
Sundown,Group
Kuwait,Group
Era Period Epoch,Group
Ntane,Sandstone
Sandia,Formation
Madera,Limestone
Matagalpa,Formation
Volcanology,mention
Yanbian,Group
Tahorakuri,Formation
Tahuna,Formation
Te Teko,Formation
Chelopech,mention
Karaponga,Formation
Pritchard,Formation
Achanarras,Limestone
Cambro-Ordovician Royer,Dolomite
Bonanza King,Formation
Notch Peak,mention
Burns,mention
Holmehus,Formation
Sha’iba,Member
Peru Margin Monterey,Formation
Epidote,mention
Limbata,Limestone
Station,mention
Geochemistry,mention
Leicester Pyrite,Bed
Blocher,Member
Clegg Creek,mention
Authigenic Mineral,Formation
Morgan Creek,mention
Magnesite,Dolomite
Marnoso-Arenacea,Fm.
Bangestan,mention
Dorset,Formation
Sandholdt,Member
Ravneljeld,Formation
Albert,Shale
Skye Lealt,Fm
Kianga,Fm
Mae Moh,mention
Wooidridge,Limestone
Wooldridge,Limestone
EXPERIMENTAL,Shale
Carbondale,Formation
Salada,Member
Rezi,mention
Jingjingzigou,Formation
Totland Bay,Member
Sabrenia,mention
Headon Hill,mention
Volgian Bazhenov,Formation
Bridge Creek,mention
Tanjung,Formation
Dorset,mention
Ringnes,Formation
Sehistes Carton,Formation
Noto,Formation
Kittanning,mention
Cape Phillips,Formation
Hopanoid,Group
Shublik,Formation
Green River,Shale
Organic Geochemistry,mention
Maoming Oil,Shale
Wilcox,mention
Dey-Dey,Formation
Eagleford,Shale
Snatolskaya,Formation
Dong Ho,mention
Camrose,Member
Tanana,mention
Second White Specks,Fm
Second White Specks,Fm.
Rock,mention
Scatter Creek,Formation
Wologizi,mention
Stuttgart,Formation
Menefee,Formation
Cze˛stochowa Ore-bearing Clay,Formation
Park City,Formation
Seydis-ehir,mention
Grand Prize,Formation
Togo,Formation
Adularia Fluorite,Dolomite
Gondwana,Formation
Grodziec,mention
Columbia River,Group
Hoodoo,Fm
Mount Hoodoo,Fm
Miners Delight,Formation
Cehennemdere,Formation
Rujevac-Crvene Stene-Brezovica Diabase-Chert,Formation
Jamuni,Member
Gorakalan,Member
Areachap,mention
PARADOX FORMATION,mention
Slana Spur,Formation
Chilhowee,Group
Bullfrog,Member
Freeport,mention
Brush Creek,Limestone
MUDSTONE,mention
Santa Fe,Group
Trzebionka,Dolomite
Pomorzany Mine,Dolomite
Raritan,Formation
Formation-Matawan,Group
Accessory,Member
Point Sal,Formation
Lospe,Formation
Waltman,mention
Yonabaru,Member
See,mention
Lee,Formation
Lisburne,Group
Tokun,mention
Na,mention
Niobrara,mention
Total Smoky Hill,Member
Preble,Formation
Hood Bay,Formation
Cannery,Formation
Harmony,Formation
Wanakah,mention
Nanjemoy,Formation
Tuff,Chert
Hennessey,mention
Mountains,Formation
ROBERTS MOUNTAINS FORMATION,mention
Hellnmaria,mention
House,Limestone
Oakville,Formation
EXPLANATION ROCK TYPES,Shale
Alamagordo,Member
Golden Eagle,Group
Chisana,Formation
Eagle Creek,Formation
NEW MEXICO,mention
Schist,mention
Shannon,Sandstone
Groat,Sandstone
Shannon,mention
